,CMPD_CHEMBLID,exp,smiles,standartize_smiles
1925,CHEMBL2071614,2.73,CC(C)(O)c1ccc(Nc2nc3ccc(cc3[nH]2)C#N)cc1,CC(C)(O)c1ccc(N=c2[nH]c3ccc(C#N)cc3[nH]2)cc1
1926,CHEMBL317281,1.48,CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccc(F)cc3F)ncn2)cc1,CN(C)CC(O)COc1ccc(N=c2cc(Nc3ccc(F)cc3F)[nH]cn2)cc1
1927,CHEMBL450208,2.89,COc1cc2ncc(C(=O)N)c(Nc3ccccc3Cl)c2cc1OC,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccccc3Cl)c2cc1OC
1928,CHEMBL1454839,1.0,C1CNCC(C1)c2nc3ccccc3s2,c1ccc2sc(C3CCCNC3)nc2c1
1929,CHEMBL2042558,3.7,[O-][N+](=O)c1cccc2ccc(nc12)C(Cl)(Cl)Cl,O=[N+]([O-])c1cccc2ccc(C(Cl)(Cl)Cl)nc12
1930,CHEMBL1650730,2.33,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,CC(N=c1nc(N=c2cc(N(C)C)[nH][nH]2)c(Cl)c[nH]1)c1ncc(F)cn1
1931,CHEMBL232830,3.07,CN(C)C(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,CN(C)C(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21
1932,CHEMBL2171041,1.74,CN(C)c1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
1933,CHEMBL1082811,1.56,O=C1NC(=NC(=C1C#N)c2ccccc2)SCc3ccccc3,N#Cc1c(-c2ccccc2)[nH]c(SCc2ccccc2)nc1=O
1934,CHEMBL278222,2.16,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccncc3)C(=O)C(F)(F)F,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2ccncc2)c1=O)C(=O)C(F)(F)F
1935,CHEMBL394799,3.31,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2)nc3nc(N)sc13,C[C@H](CO)N=c1[nH]c(SCc2cccc(Cl)c2)nc2[nH]c(=N)sc12
1936,CHEMBL587723,3.97,CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1,CCN1CCN(Cc2ccc(-c3cc4c(=N[C@H](C)c5ccccc5)[nH]cnc4[nH]3)cc2)CC1
1937,CHEMBL1897032,1.0,OC(CN1CCOCC1)c2ccccc2,OC(CN1CCOCC1)c1ccccc1
1938,CHEMBL726,3.8,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
1939,CHEMBL2062576,1.87,CC(=O)Nc1ccc2ccn(c3cc(NCCCN4CCCC4)n5ncc(C#N)c5n3)c2c1,CC(=O)Nc1ccc2ccn(-c3cc(=NCCCN4CCCC4)n4[nH]cc(C#N)c4n3)c2c1
1940,CHEMBL119489,1.95,CN(C)c1cccc2c(cccc12)S(=O)(=O)N,CN(C)c1cccc2c(S(N)(=O)=O)cccc12
1941,CHEMBL1923434,0.14,Cc1[nH]c(C(=O)NC2CCN(CC2)c3nc(cs3)C(=O)O)c(Cl)c1Cl,Cc1[nH]c(C(=O)NC2CCN(c3nc(C(=O)O)cs3)CC2)c(Cl)c1Cl
1942,CHEMBL2349318,3.7,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(c2)C#N)nc3NC(=O)Sc13,CCC[C@H](CO)N=c1[nH]c(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12
1943,CHEMBL2207662,2.71,O[C@H](CNC(=O)C1=CNC(=O)C=C1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)cc1C(F)(F)F
1944,CHEMBL323443,1.01,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C(F)(F)F)C(=O)C(F)(F)F,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)C(F)(F)F)c1=O)C(=O)C(F)(F)F
1945,CHEMBL1164374,2.9,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1
1946,CHEMBL571,-0.12,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
1947,CHEMBL1373037,3.5,Nc1nccc(\C=C\c2ccc(Cl)cc2)n1,N=c1nc(/C=C/c2ccc(Cl)cc2)cc[nH]1
1948,CHEMBL304784,2.6,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)C=O,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(C)=O
1949,CHEMBL63323,1.0,OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1
1950,CHEMBL2071098,2.4,CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,CC1(C)COCc2sc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)CC3)nc21
1951,CHEMBL482192,2.82,COc1cc2ncc(C(=O)N)c(Nc3cccc(F)c3F)c2cc1OC,COc1cc2[nH]cc(C(N)=O)c(=Nc3cccc(F)c3F)c2cc1OC
1952,CHEMBL549620,2.93,OCCN1CCN(Cc2ccc3c(NC(=O)CC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)CC1,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1c(Cl)ccc2nc(CN3CCN(CCO)CC3)ccc12
1953,CHEMBL1682817,2.8,O=C1CCOc2cc(OCc3cccc(c3)C#N)ccc12,N#Cc1cccc(COc2ccc3c(c2)OCCC3=O)c1
1954,CHEMBL2178945,1.2,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(F)c2,Cc1nc(C)c(-c2ccc(C3CCC(CC(=O)O)CC3)c(F)c2)nc1C(N)=O
1955,CHEMBL1542,0.19,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12
1956,CHEMBL2170975,1.2,CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@@H](n2cnc3c(=N)[nH]cnc32)[C@H](O)[C@@H]1O
1957,CHEMBL2163360,2.13,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4ncccc4c3C2)CC1
1958,CHEMBL2058280,2.8,Nc1scc2C(=NN(C(=O)c12)c3ccc(F)cc3)C(=O)NC4CC4,Nc1scc2c(C(=O)NC3CC3)nn(-c3ccc(F)cc3)c(=O)c12
1959,CHEMBL1940832,0.02,O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c3ccc(O)c(NC=O)c3,O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O
1960,CHEMBL1194759,1.1,CCCC1CCCCC(=N1)N,CCCC1CCCCC(=N)N1
1961,CHEMBL600780,0.44,NNC1=Nc2ccccc2NC1=O,NN=c1[nH]c2ccccc2[nH]c1=O
1962,CHEMBL564885,0.6,Clc1c(NCC2CCNCC2)nccc1C(=O)NCC34CC5CC(CC(C5)C3)C4,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc[nH]c(=NCC2CCNCC2)c1Cl
1963,CHEMBL1428,3.8,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
1964,CHEMBL478241,3.31,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CN(C)C)n2,Cc1ncc(-c2cc[nH]c(=Nc3ccc(N4CCN(C(=O)CN(C)C)CC4)cc3)n2)n1C(C)C
1965,CHEMBL2206790,3.6,COCC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(C)cn4,COCCC(Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)N=c1ccc(C)c[nH]1
1966,CHEMBL2158821,2.14,OC(=O)[C@H](N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
1967,CHEMBL1440652,3.75,Cn1c(CN2CCN(CC2)c3cccc(Cl)c3)nc4ccccc14,Cn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2ccccc21
1968,CHEMBL1387125,1.13,CCN1C(=O)C2=C(OC(=CC2=O)O)c3ccccc13,CCn1c(=O)c2c(=O)cc(O)oc2c2ccccc21
1969,CHEMBL2010851,2.7,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)S(=O)(=O)C,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F
1970,CHEMBL1427458,3.65,Cc1ccc(Oc2ccc(cc2)C(=O)NCc3ccncc3)cc1,Cc1ccc(Oc2ccc(C(=O)NCc3ccncc3)cc2)cc1
1971,CHEMBL2207669,2.56,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,N#Cc1ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl
1972,CHEMBL40999,-0.31,NC(=N)Nc1ccc(Cl)c(Cl)c1,N=C(N)Nc1ccc(Cl)c(Cl)c1
1973,CHEMBL213494,-0.34,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)S(=O)(=O)C,Cc1ccc2c(c1)c(-c1ccnc3c(S(C)(=O)=O)cccc13)c(C)n2CC(=O)O
1974,CHEMBL290119,3.12,CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cccc3ccccc23,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cccc2ccccc12
1975,CHEMBL1209586,3.12,FC(F)(F)c1cccc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cccc(C(F)(F)F)c1
1976,CHEMBL1824371,3.15,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(F)c4)c1,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1
1977,CHEMBL1088913,0.83,NCCCCN(Cc1nc2ccccc2[nH]1)C3CCCc4cccnc34,NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21
1978,CHEMBL122695,1.49,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCN(CC3)c4cnccn4)c(F)c2,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4cnccn4)CC3)c(F)c2)C(=O)O1
1979,CHEMBL1824373,2.41,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(c4)C#N)c1,N#Cc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc2cccc(O)c2)c1
1980,CHEMBL73234,1.33,CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
1981,CHEMBL1682816,3.4,Fc1cccc(COc2ccc3C(=O)CCOc3c2)c1,O=C1CCOc2cc(OCc3cccc(F)c3)ccc21
1982,CHEMBL2171984,1.92,Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,N#CCNC(=O)C1CCCCC1C(=O)N1CCN(c2ccc(F)cc2)CC1
1983,CHEMBL2036590,2.9,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1F,O=C(Nc1ccc(N2CCOCC2)nc1)c1n[nH]c(=Nc2ccc(F)c(F)c2)o1
1984,CHEMBL1917439,3.7,Cc1c(Sc2ccc(Cl)cc2)c3cc(ccc3n1CC(=O)O)c4ccccc4,Cc1c(Sc2ccc(Cl)cc2)c2cc(-c3ccccc3)ccc2n1CC(=O)O
1985,CHEMBL109937,2.9,FC(F)(F)c1cc(COCC(N2CCNCC2)c3ccccc3)cc(c1)C(F)(F)F,FC(F)(F)c1cc(COCC(c2ccccc2)N2CCNCC2)cc(C(F)(F)F)c1
1986,CHEMBL56802,3.5,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,COc1cc2[nH]cnc(=Nc3cccc(C)c3)c2cc1OC
1987,CHEMBL2325743,2.67,C[C@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,C[C@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1
1988,CHEMBL628,0.22,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
1989,CHEMBL1689137,1.12,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc3ccccc3,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1
1990,CHEMBL456446,2.76,C(Nc1nc2ccccc2[nH]1)c3ccccc3,c1ccc(CN=c2[nH]c3ccccc3[nH]2)cc1
1991,CHEMBL1682833,2.4,CS(=O)(=O)N1CCOc2cc(COc3ccccc3)cnc12,CS(=O)(=O)N1CCOc2cc(COc3ccccc3)cnc21
1992,CHEMBL896,3.08,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
1993,CHEMBL511,1.39,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
1994,CHEMBL2158833,1.1,OC(=O)c1ccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)cc1,O=C(O)c1ccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
1995,CHEMBL215022,2.06,OC[C@H]1CCCN1CCCOc2ccc3c(Nc4cc(CC(=O)Nc5cccc(F)c5F)[nH]n4)ncnc3c2,O=C(Cc1cc(=Nc2ncnc3cc(OCCCN4CCC[C@@H]4CO)ccc23)[nH][nH]1)Nc1cccc(F)c1F
1996,CHEMBL1289574,3.03,FC1(CCN(CC1)C(=O)COCc2ccncc2)c3ccc(Cl)cc3,O=C(COCc1ccncc1)N1CCC(F)(c2ccc(Cl)cc2)CC1
1997,CHEMBL2086678,3.8,COc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,COc1cnccc1COc1cnc(N2CCN(C(=O)OC(C)(C)C)CC2)nc1
1998,CHEMBL395955,3.22,NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21
1999,CHEMBL13976,1.75,CN(C)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,Cc1[nH]c(Cc2c(O)[nH]c3ccc(F)cc23)c(C)c1C(=O)N=CCN(C)C
2000,CHEMBL2036589,3.0,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1,O=C(Nc1ccc(N2CCOCC2)nc1)c1n[nH]c(=Nc2ccc(F)cc2)o1
2001,CHEMBL440765,0.99,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccccc4,CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
2002,CHEMBL1923432,1.74,Cc1[nH]c(C(=O)NC2CCN(CC2)c3cc(cc(Cl)n3)C(=O)O)c(Cl)c1Cl,Cc1[nH]c(C(=O)NC2CCN(c3cc(C(=O)O)cc(Cl)n3)CC2)c(Cl)c1Cl
2003,CHEMBL184011,3.17,COc1ccc(cc1)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1
2004,CHEMBL48616,4.3,Cc1cc(C)cc(c1)c2[nH]c3ccc(cc3c2CCNCCCCc4ccncc4)C(C)(C)C(=O)N5C6CCC5CC6,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCNCCCCc2ccncc2)c1
2005,CHEMBL321758,0.91,C[C@H]([C@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,C[C@H]([C@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1
2006,CHEMBL2153190,2.18,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@H](CC(=O)O)C3,CCCSc1nc(N2CCC[C@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1
2007,CHEMBL516784,1.76,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccc(F)cc3,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(=O)N[C@H]1CCCNC1
2008,CHEMBL2153187,1.36,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCCC3C(=O)O,CCCSc1nc(N2CCCCC2C(=O)O)ccc1C(=O)NC1CCCCC1
2009,CHEMBL196585,3.86,Oc1ccc(cc1)C(c2ccc(O)cc2)C(Cl)(Cl)Cl,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1
2010,CHEMBL2011916,2.96,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCCN4CCOCC4)cc3,CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(OCCCN4CCOCC4)cc3)nc12
2011,CHEMBL191802,2.45,CSc1ccc(OCc2ccccc2)c(\C=C\c3ccc(cn3)C(=O)O)c1,CSc1ccc(OCc2ccccc2)c(/C=C/c2ccc(C(=O)O)cn2)c1
2012,CHEMBL2030806,0.52,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)n1,CN=c1cccc(CCOc2ccc(CC(NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)[nH]1
2013,CHEMBL469230,3.18,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)S(=O)(=O)C)c3C1=O,Cn1cc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12
2014,CHEMBL167176,3.3,CCCc1c(O)c(ccc1OCc2ccc(\C=C\c3nn[nH]n3)cc2)C(=O)C,CCCc1c(OCc2ccc(C=Cc3nn[nH]n3)cc2)ccc(C(C)=O)c1O
2015,CHEMBL13698,0.6,C1CN=C(N1)c2ccc3ccccc3n2,c1ccc2nc(C3=NCCN3)ccc2c1
2016,CHEMBL256115,1.75,CCCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N,CCCNCc1cnc(-c2ccc(C(=O)Nc3ccccc3N)cc2)s1
2017,CHEMBL2062584,2.72,COC(=O)CCn1cc(c2cc(NC3CC3)n4ncc(C#N)c4n2)c5cc(NC(=O)C)ccc15,COC(=O)CCn1cc(-c2cc(=NC3CC3)n3[nH]cc(C#N)c3n2)c2cc(NC(C)=O)ccc21
2018,CHEMBL387658,1.4,CC(C#Cc1ccccc1)N2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3,CC(C#Cc1ccccc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O
2019,CHEMBL1451129,2.7,CC1=CC(=O)Oc2cc3NCCCc3cc12,Cc1cc(=O)oc2cc3c(cc12)CCCN3
2020,CHEMBL1778628,0.05,OC(=O)COc1ccc(cc1c2cccc(c2)C#N)C(F)(F)F,N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1
2021,CHEMBL2312185,1.64,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCNCC4)ncc2C#N,CN=c1[nH]c(C)c(-c2[nH]c(=Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1
2022,CHEMBL1807818,2.3,O[C@@H](CNCCCSCCOCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3ccccc3)c2s1
2023,CHEMBL2059375,1.81,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)N)n4ccc(n4)C(F)(F)F,CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(N)=O)c3)cnc2[nH]1
2024,CHEMBL103771,4.12,C\N=C(/S)\n1nc(nc1N)c2ccc(Cl)cc2,CNC(=S)n1[nH]c(-c2ccc(Cl)cc2)nc1=N
2025,CHEMBL190458,-0.3,CC1=C(CCC(=O)O)C(=O)Oc2c(C)c(O)ccc12,Cc1c(CCC(=O)O)c(=O)oc2c(C)c(O)ccc12
2026,CHEMBL8663,2.16,CC(Cc1ccccc1)N(C)CC#C,C#CCN(C)C(C)Cc1ccccc1
2027,CHEMBL1934422,0.5,C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCOCC2)cc1
2028,CHEMBL282694,2.57,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)NCc3ccccc3)C(=O)C(F)(F)F,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)NCc2ccccc2)c1=O)C(=O)C(F)(F)F
2029,CHEMBL196707,-0.44,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c3ccc(cc3)S(=O)(=O)C,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1
2030,CHEMBL1950846,0.9,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)c2ccccc2)C(C)(C)C,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1)C(C)(C)C
2031,CHEMBL589,0.76,CCCN(CCC)CCc1cccc2NC(=O)Cc12,CCCN(CCC)CCc1cccc2[nH]c(O)cc12
2032,CHEMBL2325988,1.2,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4cccnc4,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1cccnc1
2033,CHEMBL1779503,0.74,Clc1ccc(cc1C(=O)NCCc2ccccc2)N3N=CC(=O)NC3=O,O=C(NCCc1ccccc1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl
2034,CHEMBL1917445,0.05,Cc1ccc2c(c1)c([S+]([O-])c3ccc(Cl)cc3)c(C)n2CC(=O)O,Cc1ccc2c(c1)c([S+]([O-])c1ccc(Cl)cc1)c(C)n2CC(=O)O
2035,CHEMBL126857,2.4,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccc(Cl)c(Cl)c3,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)c(Cl)c2)cc1
2036,CHEMBL2158770,2.26,OC(=O)[C@H](Cc1cccc(c1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,N#Cc1cccc(CC(C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
2037,CHEMBL1459468,2.9,COc1ccccc1C(=O)Nc2nc3ccccc3[nH]2,COc1ccccc1C(=O)N=c1[nH]c2ccccc2[nH]1
2038,CHEMBL1498995,2.36,CNc1ncc(s1)C(=O)c2ccccc2,CN=c1[nH]cc(C(=O)c2ccccc2)s1
2039,CHEMBL94191,3.04,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,COc1cc2[nH]cnc(=Nc3ccccc3)c2cc1OC
2040,CHEMBL217665,1.3,CN1CCN(CC1)c2ccc(Nc3ccnc4ccccc34)cc2,CN1CCN(c2ccc(N=c3cc[nH]c4ccccc34)cc2)CC1
2041,CHEMBL563379,1.41,CNC[C@H](O)c1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,CNC[C@H](O)c1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1
2042,CHEMBL1101,2.49,OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
2043,CHEMBL1575409,2.5,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1
2044,CHEMBL2335896,3.18,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,CC(=O)N[C@H](C)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1
2045,CHEMBL2179667,-0.82,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(C)c4)c3)C2)C(=O)NC1=O,Cc1cccc(Oc2cc(CN3CCC[C@H](n4cc(C)c(=O)[nH]c4=O)C3)ccc2C(=O)O)c1
2046,CHEMBL126519,2.6,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12
2047,CHEMBL360425,2.06,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN([C@H](Cc3ccccc3)C2)C(=O)C[C@H](N)Cc4ccc(F)c(F)c4)c1,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN(C(=O)C[C@H](N)Cc3ccc(F)c(F)c3)[C@H](Cc3ccccc3)C2)c1
2048,CHEMBL17771,1.85,O=S1NC(=NO1)Cc2ccc3ccccc3c2,O=S1N=C(Cc2ccc3ccccc3c2)NO1
